Date,Season,Time,Lat,Long,Name,Sex_from_sightings,Diseased.Visual.Sighting,Location,Body.Temp..Celcius.,nindividuals_inHR_perseason,HR50_area_perseason,density50_per_season,Diseased.Visual.catch,PCR.Diseased,Sex_from_catch,Torso..mms.,Weight..gms.,Health_Visual_combined,Health_Status
30/09/2019,10,7am-10am,739,5,Aliona,Female,No,Rforest,27.8,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
8/10/2019,10,7am-10am,746,8,Aliona,Female,No,Rforest,25.1,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
8/10/2019,10,1pm-3pm,743,17,Aliona,Female,No,Rforest,25.7,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
16/10/2019,10,1pm-3pm,737,7,Aliona,Female,No,Rforest,27.9,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
25/10/2019,10,7am-10am,743,7,Aliona,Female,No,Rforest,22.6,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
29/10/2019,10,7am-10am,743,10,Aliona,Female,No,Rforest,30,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
29/10/2019,10,1pm-3pm,745,10,Aliona,Female,No,Rforest,25.8,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
31/10/2019,10,7am-10am,742,13,Aliona,Female,No,Rforest,29.6,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
31/10/2019,10,1pm-3pm,747,3,Aliona,Female,No,Rforest,23.1,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
4/11/2019,10,1pm-3pm,745,9,Aliona,Female,No,Rforest,26.4,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
8/11/2019,10,1pm-3pm,745,12,Aliona,Female,No,Rforest,30.5,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
16/11/2019,10,1pm-3pm,739,23,Aliona,Female,No,Rforest,32.8,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
17/11/2019,10,7am-10am,747,2,Aliona,Female,No,Rforest,29.4,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
26/11/2019,10,1pm-3pm,744,14,Aliona,Female,No,Rforest,30.6,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
27/11/2019,10,7am-10am,746,6,Aliona,Female,No,Rforest,29.3,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
29/11/2019,10,1pm-3pm,743,17,Aliona,Female,No,Rforest,29,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
6/12/2019,10,7am-10am,741,2,Aliona,Female,No,Rforest,34.5,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
12/12/2019,10,7am-10am,741,17,Aliona,Female,No,Rforest,27,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
12/12/2019,10,1pm-3pm,742,13,Aliona,Female,No,Rforest,29.7,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
13/12/2019,10,7am-10am,743,6,Aliona,Female,No,Rforest,26.7,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
17/12/2019,10,1pm-3pm,743,12,Aliona,Female,No,Rforest,26.6,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
18/12/2019,10,1pm-3pm,738,3,Aliona,Female,No,Rforest,28.8,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
20/12/2019,10,1pm-3pm,747,11,Aliona,Female,No,Rforest,26.7,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
16/01/2020,10,1pm-3pm,735,12,Aliona,Female,No,Rforest,22.5,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
22/01/2020,10,1pm-3pm,744,9,Aliona,Female,No,Rforest,37.6,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
29/01/2020,10,7am-10am,734,13,Aliona,Female,No,Rforest,28.8,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
29/01/2020,10,1pm-3pm,744,17,Aliona,Female,No,Rforest,31.3,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
30/01/2020,10,7am-10am,744,13,Aliona,Female,No,Rforest,27.7,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
30/01/2020,10,1pm-3pm,747,10,Aliona,Female,No,Rforest,30.2,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
10/02/2020,10,1pm-3pm,742,14,Aliona,Female,No,Rforest,30.1,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
14/02/2020,10,1pm-3pm,747,11,Aliona,Female,No,Rforest,24.4,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
15/02/2020,10,7am-10am,744,13,Aliona,Female,No,Rforest,26.4,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
15/02/2020,10,1pm-3pm,751,11,Aliona,Female,No,Rforest,26.6,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
16/02/2020,10,1pm-3pm,748,10,Aliona,Female,No,Rforest,28.9,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
18/02/2020,10,7am-10am,741,12,Aliona,Female,No,Rforest,25.8,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
18/02/2020,10,1pm-3pm,745,9,Aliona,Female,No,Rforest,29.3,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
21/02/2020,10,7am-10am,740,5,Aliona,Female,No,Rforest,29.6,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
21/02/2020,10,1pm-3pm,743,15,Aliona,Female,No,Rforest,27.1,12,428,0.028037383,No,Yes,Female,205,112,No,Asymptomatic
16/05/2022,12,10am-1pm,783,153,Bingo,Female,No,Spec,20.9,29,327,0.088685015,No,Yes,Female,159,160,No,Asymptomatic
10/09/2022,13,7am-10am,783,157,Bulma,Female,No,Spec,782,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
23/09/2022,13,1pm-3pm,786,160,Bulma,Female,No,Spec,29.5,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
14/10/2022,13,1pm-3pm,782,154,Bulma,Female,No,Spec,31.6,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
28/11/2022,13,1pm-3pm,784,152,Bulma,Female,No,Spec,31,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
13/12/2022,13,1pm-3pm,783,155,Bulma,Female,No,Spec,33.9,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
15/12/2022,13,1pm-3pm,786,153,Bulma,Female,No,Spec,29.2,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
11/01/2023,13,7am-10am,786,154,Bulma,Female,No,Spec,31.4,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
16/01/2023,13,1pm-3pm,785,154,Bulma,Female,No,Spec,24.8,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
25/01/2023,13,7am-10am,786,151,Bulma,Female,No,Spec,28,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
25/01/2023,13,1pm-3pm,784,155,Bulma,Female,No,Spec,27.4,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
30/01/2023,13,7am-10am,766,138,Bulma,Female,No,Spec,23.5,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
30/01/2023,13,1pm-3pm,783,154,Bulma,Female,No,Spec,33.3,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
8/02/2023,13,1pm-3pm,782,153,Bulma,Female,No,Spec,30.5,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
14/02/2023,13,7am-10am,786,154,Bulma,Female,No,Spec,24.5,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
16/02/2023,13,1pm-3pm,787,154,Bulma,Female,No,Spec,32.5,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
20/02/2023,13,1pm-3pm,785,154,Bulma,Female,No,Spec,31.3,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
2/03/2023,13,1pm-3pm,785,154,Bulma,Female,No,Spec,27.9,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
7/03/2023,13,7am-10am,788,155,Bulma,Female,No,Spec,35.2,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
8/03/2023,13,7am-10am,788,154,Bulma,Female,No,Spec,30.4,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
9/03/2023,13,7am-10am,788,156,Bulma,Female,No,Spec,28.1,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
13/03/2023,13,7am-10am,789,154,Bulma,Female,No,Spec,27.2,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
13/03/2023,13,1pm-3pm,787,154,Bulma,Female,No,Spec,35.9,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
15/03/2023,13,1pm-3pm,786,154,Bulma,Female,No,Spec,29.5,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
17/03/2023,13,1pm-3pm,786,154,Bulma,Female,No,Spec,31.7,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
3/04/2023,13,1pm-3pm,783,154,Bulma,Female,No,Spec,27.6,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
11/04/2023,13,1pm-3pm,785,152,Bulma,Female,No,Spec,25.8,24,306,0.078431373,No,Yes,Female,169,320,No,Asymptomatic
3/09/2019,10,7am-10am,760,91,Cotton,Male,No,Lake,24.6,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
3/09/2019,10,1pm-3pm,759,91,Cotton,Male,No,Lake,27.5,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
6/09/2019,10,7am-10am,758,89,Cotton,Male,No,Lake,25.1,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
16/09/2019,10,7am-10am,758,96,Cotton,Male,No,Lake,27.9,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
16/09/2019,10,1pm-3pm,757,98,Cotton,Male,No,Lake,25.8,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
23/09/2019,10,7am-10am,759,95,Cotton,Male,No,Lake,23.1,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
23/09/2019,10,1pm-3pm,758,98,Cotton,Male,No,Lake,28.8,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
29/09/2019,10,7am-10am,752,102,Cotton,Male,No,Arid,30.6,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
29/09/2019,10,1pm-3pm,754,100,Cotton,Male,No,Arid,26.8,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
4/10/2019,10,7am-10am,751,106,Cotton,Male,No,Arid,33.7,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
8/10/2019,10,7am-10am,759,98,Cotton,Male,No,Lake,24,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
18/12/2019,10,7am-10am,762,89,Cotton,Male,No,Lake,23.6,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
18/12/2019,10,1pm-3pm,750,118,Cotton,Male,No,Spec,25.7,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
20/12/2019,10,7am-10am,746,101,Cotton,Male,No,Arid,27.8,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
20/12/2019,10,1pm-3pm,751,100,Cotton,Male,No,Arid,35.7,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
13/01/2020,10,7am-10am,758,100,Cotton,Male,No,Lake,28.3,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
13/01/2020,10,1pm-3pm,744,118,Cotton,Male,No,Spec,31.9,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
21/01/2020,10,7am-10am,759,92,Cotton,Male,No,Lake,32.5,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
27/01/2020,10,7am-10am,756,106,Cotton,Male,No,Arid,32,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
30/01/2020,10,7am-10am,755,105,Cotton,Male,No,Arid,28.9,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
30/01/2020,10,1pm-3pm,751,102,Cotton,Male,No,Arid,35.1,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
4/02/2020,10,7am-10am,748,105,Cotton,Male,No,Arid,25,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
10/02/2020,10,7am-10am,720,140,Cotton,Male,No,Pground,27.4,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
10/02/2020,10,1pm-3pm,723,139,Cotton,Male,No,Pground,33.3,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
14/02/2020,10,1pm-3pm,758,93,Cotton,Male,No,Lake,27.1,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
18/02/2020,10,7am-10am,731,118,Cotton,Male,No,Pground,33.2,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
18/02/2020,10,1pm-3pm,741,147,Cotton,Male,No,Pground,30.6,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
21/02/2020,10,7am-10am,746,106,Cotton,Male,No,Arid,28.1,38,763,0.049803408,No,Yes,Male,229,206,No,Asymptomatic
29/08/2022,13,10am-1pm,761,96,Crampton,Male,No,Lake,28.8,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
30/09/2022,13,7am-10am,758,125,Crampton,Male,No,Spec,36.9,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
6/02/2023,13,1pm-3pm,728,124,Crampton,Male,No,Pground,30.7,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
8/02/2023,13,7am-10am,726,117,Crampton,Male,No,Pground,30.6,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
14/02/2023,13,7am-10am,726,122,Crampton,Male,No,Pground,27.2,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
21/02/2023,13,7am-10am,723,134,Crampton,Male,No,Pground,26.3,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
6/03/2023,13,7am-10am,727,126,Crampton,Male,No,Pground,30.6,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
7/03/2023,13,7am-10am,718,108,Crampton,Male,No,Arid,35.1,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
23/03/2023,13,7am-10am,754,133,Crampton,Male,No,Spec,25.1,43,1439,0.029881862,No,Yes,Male,260,600,No,Asymptomatic
25/08/2022,13,10am-1pm,787,154,Darius,Male,No,Spec,23.2,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
29/08/2022,13,10am-1pm,796,162,Darius,Male,No,Spec,28.7,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
5/09/2022,13,1pm-3pm,793,161,Darius,Male,No,Spec,31.5,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
10/09/2022,13,7am-10am,773,152,Darius,Male,No,Spec,31,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
12/09/2022,13,1pm-3pm,793,161,Darius,Male,No,Spec,29.2,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
15/09/2022,13,1pm-3pm,773,153,Darius,Male,No,Spec,27.2,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
19/09/2022,13,1pm-3pm,786,165,Darius,Male,No,Spec,31.6,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
23/09/2022,13,1pm-3pm,785,153,Darius,Male,No,Spec,31.2,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
26/09/2022,13,7am-10am,784,154,Darius,Male,No,Spec,25.8,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
30/09/2022,13,7am-10am,783,154,Darius,Male,No,Spec,18.7,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
11/10/2022,13,1pm-3pm,787,154,Darius,Male,No,Spec,26.9,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
14/10/2022,13,1pm-3pm,774,151,Darius,Male,No,Spec,34.9,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
27/10/2022,13,1pm-3pm,786,164,Darius,Male,No,Spec,35.5,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
31/10/2022,13,1pm-3pm,777,156,Darius,Male,No,Spec,36.8,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
28/11/2022,13,7am-10am,785,154,Darius,Male,No,Spec,25.1,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
9/01/2023,13,1pm-3pm,788,169,Darius,Male,No,Spec,29.3,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
11/01/2023,13,1pm-3pm,790,164,Darius,Male,No,Spec,30.5,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
23/01/2023,13,1pm-3pm,777,172,Darius,Male,No,Spec,32.5,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
30/01/2023,13,1pm-3pm,788,167,Darius,Male,No,Spec,31.4,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
3/02/2023,13,1pm-3pm,786,166,Darius,Male,No,Spec,32.6,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
6/02/2023,13,1pm-3pm,787,166,Darius,Male,No,Spec,30.5,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
16/02/2023,13,1pm-3pm,786,154,Darius,Male,No,Spec,33.2,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
20/02/2023,13,1pm-3pm,776,155,Darius,Male,No,Spec,31.9,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
3/03/2023,13,1pm-3pm,788,165,Darius,Male,No,Spec,28.4,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
6/03/2023,13,7am-10am,782,165,Darius,Male,No,Spec,30.5,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
17/03/2023,13,1pm-3pm,788,165,Darius,Male,No,Spec,34.9,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
20/03/2023,13,7am-10am,782,154,Darius,Male,No,Spec,31.5,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
20/03/2023,13,1pm-3pm,784,154,Darius,Male,No,Spec,30.4,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
30/03/2023,13,1pm-3pm,788,154,Darius,Male,No,Spec,27,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
3/04/2023,13,1pm-3pm,790,150,Darius,Male,No,Spec,29,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
12/04/2023,13,7am-10am,774,153,Darius,Male,No,Spec,20.9,24,706,0.033994334,No,Yes,Male,250,870,No,Asymptomatic
15/09/2022,13,1pm-3pm,761,124,Delilah,Female,No,Spec,29,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
19/09/2022,13,1pm-3pm,759,122,Delilah,Female,No,Spec,30.3,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
23/09/2022,13,1pm-3pm,761,125,Delilah,Female,No,Spec,32.3,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
26/09/2022,13,7am-10am,761,125,Delilah,Female,No,Spec,32.1,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
11/10/2022,13,1pm-3pm,760,127,Delilah,Female,No,Spec,30.6,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
14/10/2022,13,1pm-3pm,762,123,Delilah,Female,No,Spec,33.2,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
28/11/2022,13,7am-10am,762,127,Delilah,Female,No,Spec,27,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
21/02/2023,13,7am-10am,743,135,Delilah,Female,No,Spec,23.9,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
1/03/2023,13,1pm-3pm,764,124,Delilah,Female,No,Spec,28,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
2/03/2023,13,7am-10am,760,125,Delilah,Female,No,Spec,24.9,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
2/03/2023,13,1pm-3pm,757,122,Delilah,Female,No,Spec,26.5,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
23/03/2023,13,7am-10am,754,130,Delilah,Female,No,Spec,29.9,29,370,0.078378378,No,Yes,Female,190,410,No,Asymptomatic
3/09/2019,10,1pm-3pm,740,46,Desmond,Female,No,Lake,29.2,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
6/09/2019,10,1pm-3pm,742,46,Desmond,Female,No,Lake,31.6,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
23/09/2019,10,7am-10am,738,43,Desmond,Female,No,Lake,27.7,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
23/09/2019,10,1pm-3pm,741,46,Desmond,Female,No,Lake,20.7,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
25/09/2019,10,7am-10am,736,46,Desmond,Female,No,Lake,23,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
25/09/2019,10,1pm-3pm,733,44,Desmond,Female,No,Lake,21.6,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
30/09/2019,10,1pm-3pm,738,43,Desmond,Female,No,Lake,23.3,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
16/10/2019,10,7am-10am,736,45,Desmond,Female,No,Lake,28.2,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
25/10/2019,10,1pm-3pm,737,46,Desmond,Female,No,Lake,32,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
29/10/2019,10,7am-10am,739,49,Desmond,Female,No,Lake,26.7,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
30/10/2019,10,7am-10am,738,39,Desmond,Female,No,Lake,22.8,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
4/11/2019,10,1pm-3pm,738,48,Desmond,Female,No,Lake,28.9,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
17/11/2019,10,7am-10am,738,49,Desmond,Female,No,Lake,30.1,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
17/11/2019,10,1pm-3pm,743,42,Desmond,Female,No,Lake,28.2,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
26/11/2019,10,1pm-3pm,742,46,Desmond,Female,No,Lake,25.5,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
27/11/2019,10,7am-10am,734,49,Desmond,Female,No,Lake,27.9,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
27/11/2019,10,1pm-3pm,740,38,Desmond,Female,No,Lake,27.1,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
29/11/2019,10,7am-10am,740,46,Desmond,Female,No,Lake,30.5,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
2/12/2019,10,7am-10am,738,46,Desmond,Female,No,Lake,27.6,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
2/12/2019,10,1pm-3pm,739,48,Desmond,Female,No,Lake,32.4,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
6/12/2019,10,1pm-3pm,739,41,Desmond,Female,No,Lake,34.3,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
9/12/2019,10,7am-10am,744,46,Desmond,Female,No,Lake,26.6,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
13/12/2019,10,7am-10am,738,35,Desmond,Female,No,Rforest,26.3,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
17/12/2019,10,7am-10am,743,46,Desmond,Female,No,Lake,26.8,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
17/12/2019,10,1pm-3pm,747,49,Desmond,Female,No,Lake,24.3,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
21/01/2020,10,1pm-3pm,747,47,Desmond,Female,No,Lake,29.8,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
27/01/2020,10,7am-10am,736,45,Desmond,Female,No,Lake,27.3,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
30/01/2020,10,7am-10am,740,47,Desmond,Female,No,Lake,30.3,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
30/01/2020,10,1pm-3pm,738,42,Desmond,Female,No,Lake,29,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
14/02/2020,10,7am-10am,735,38,Desmond,Female,No,Rforest,26.7,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
14/02/2020,10,1pm-3pm,740,45,Desmond,Female,No,Lake,27.1,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
16/02/2020,10,7am-10am,740,47,Desmond,Female,No,Lake,27.8,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
18/02/2020,10,7am-10am,738,45,Desmond,Female,No,Lake,26.7,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
21/02/2020,10,1pm-3pm,737,48,Desmond,Female,No,Lake,26.4,21,338,0.062130178,No,Yes,Female,173,202,No,Asymptomatic
3/09/2019,10,7am-10am,761,122,Elowen,Female,No,Spec,29.5,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
3/09/2019,10,1pm-3pm,761,121,Elowen,Female,No,Spec,23.8,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
16/09/2019,10,1pm-3pm,759,122,Elowen,Female,No,Spec,39.8,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
23/09/2019,10,7am-10am,761,124,Elowen,Female,No,Spec,32.3,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
23/09/2019,10,1pm-3pm,761,121,Elowen,Female,No,Spec,34.4,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
29/09/2019,10,7am-10am,761,119,Elowen,Female,No,Spec,33.2,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
29/09/2019,10,1pm-3pm,761,125,Elowen,Female,No,Spec,37.9,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
30/09/2019,10,7am-10am,760,121,Elowen,Female,No,Spec,37.2,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
30/09/2019,10,1pm-3pm,760,124,Elowen,Female,No,Spec,35.3,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
8/10/2019,10,1pm-3pm,762,122,Elowen,Female,No,Spec,35.8,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
16/10/2019,10,7am-10am,759,122,Elowen,Female,No,Spec,30.3,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
16/10/2019,10,1pm-3pm,759,121,Elowen,Female,No,Spec,37.6,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
29/10/2019,10,7am-10am,759,122,Elowen,Female,No,Spec,41.5,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
29/10/2019,10,1pm-3pm,761,116,Elowen,Female,No,Spec,25,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
30/10/2019,10,7am-10am,759,120,Elowen,Female,No,Spec,26.3,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
30/10/2019,10,1pm-3pm,762,125,Elowen,Female,No,Spec,29.8,14,267,0.052434457,No,Yes,Female,201,220,No,Asymptomatic
